"filename", "language", "JavaScript", "HTML", "CSS", "YAML", "Properties", "JSON", "XML", "comment", "blank", "total"
"/home/michael/Desktop/fastlab-enigma/app/.nginx.conf", "Properties", 0, 0, 0, 0, 29, 0, 0, 54, 30, 113
"/home/michael/Desktop/fastlab-enigma/app/app.js", "JavaScript", 81, 0, 0, 0, 0, 0, 0, 20, 26, 127
"/home/michael/Desktop/fastlab-enigma/app/components/A/index.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 3, 5, 16
"/home/michael/Desktop/fastlab-enigma/app/components/A/tests/index.test.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 3, 10, 53
"/home/michael/Desktop/fastlab-enigma/app/components/Button/StyledButton.js", "JavaScript", 77, 0, 0, 0, 0, 0, 0, 0, 13, 90
"/home/michael/Desktop/fastlab-enigma/app/components/Button/index.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/michael/Desktop/fastlab-enigma/app/components/Button/tests/A.test.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/michael/Desktop/fastlab-enigma/app/components/Button/tests/StyledButton.test.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/michael/Desktop/fastlab-enigma/app/components/Button/tests/Wrapper.test.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/michael/Desktop/fastlab-enigma/app/components/Button/tests/index.test.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 3, 11, 60
"/home/michael/Desktop/fastlab-enigma/app/components/CollaboratorBio/S3Image.js", "JavaScript", 113, 0, 0, 0, 0, 0, 0, 2, 18, 133
"/home/michael/Desktop/fastlab-enigma/app/components/CollaboratorBio/StaffLink.js", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 0, 5, 54
"/home/michael/Desktop/fastlab-enigma/app/components/CollaboratorBio/StaffName.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 5, 24
"/home/michael/Desktop/fastlab-enigma/app/components/CollaboratorBio/index.js", "JavaScript", 79, 0, 0, 0, 0, 0, 0, 0, 13, 92
"/home/michael/Desktop/fastlab-enigma/app/components/Footer/FastlabIcon.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 6, 16
"/home/michael/Desktop/fastlab-enigma/app/components/Footer/FooterLink.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 4, 31
"/home/michael/Desktop/fastlab-enigma/app/components/Footer/UonIcon.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 6, 16
"/home/michael/Desktop/fastlab-enigma/app/components/Footer/Wrapper.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/home/michael/Desktop/fastlab-enigma/app/components/Footer/index.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 1, 6, 80
"/home/michael/Desktop/fastlab-enigma/app/components/Footer/messages.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 4, 13
"/home/michael/Desktop/fastlab-enigma/app/components/Footer/tests/Wrapper.test.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 6, 30
"/home/michael/Desktop/fastlab-enigma/app/components/Footer/tests/index.test.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 6, 31
"/home/michael/Desktop/fastlab-enigma/app/components/H1/index.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 3, 6, 33
"/home/michael/Desktop/fastlab-enigma/app/components/H1/tests/index.test.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/home/michael/Desktop/fastlab-enigma/app/components/H2/index.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/home/michael/Desktop/fastlab-enigma/app/components/H2/tests/index.test.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/home/michael/Desktop/fastlab-enigma/app/components/H3/index.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/home/michael/Desktop/fastlab-enigma/app/components/H3/tests/index.test.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/home/michael/Desktop/fastlab-enigma/app/components/Header/FastlabIcon.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 7, 33
"/home/michael/Desktop/fastlab-enigma/app/components/Header/HeaderLink.js", "JavaScript", 106, 0, 0, 0, 0, 0, 0, 0, 18, 124
"/home/michael/Desktop/fastlab-enigma/app/components/Header/MenuStyles.js", "JavaScript", 95, 0, 0, 0, 0, 0, 0, 0, 2, 97
"/home/michael/Desktop/fastlab-enigma/app/components/Header/index.js", "JavaScript", 119, 0, 0, 0, 0, 0, 0, 0, 13, 132
"/home/michael/Desktop/fastlab-enigma/app/components/Header/messages.js", "JavaScript", 70, 0, 0, 0, 0, 0, 0, 5, 3, 78
"/home/michael/Desktop/fastlab-enigma/app/components/Header/tests/A.test.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 6, 30
"/home/michael/Desktop/fastlab-enigma/app/components/Header/tests/Img.test.js", "JavaScript", 31, 0, 0, 0, 0, 0, 0, 0, 6, 37
"/home/michael/Desktop/fastlab-enigma/app/components/Header/tests/index.test.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/home/michael/Desktop/fastlab-enigma/app/components/Img/index.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 7, 5, 23
"/home/michael/Desktop/fastlab-enigma/app/components/Img/tests/index.test.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 9, 50
"/home/michael/Desktop/fastlab-enigma/app/components/IssueIcon/index.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/home/michael/Desktop/fastlab-enigma/app/components/IssueIcon/tests/index.test.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/home/michael/Desktop/fastlab-enigma/app/components/LoadingIndicator/Wrapper.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/home/michael/Desktop/fastlab-enigma/app/components/LoadingIndicator/index.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/home/michael/Desktop/fastlab-enigma/app/components/ParsedContent/index.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 8, 36
"/home/michael/Desktop/fastlab-enigma/app/components/S3Image/index.js", "JavaScript", 102, 0, 0, 0, 0, 0, 0, 0, 14, 116
"/home/michael/Desktop/fastlab-enigma/app/components/S3Modal/index.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 14, 78
"/home/michael/Desktop/fastlab-enigma/app/components/SideBio/StaffLink.js", "JavaScript", 51, 0, 0, 0, 0, 0, 0, 0, 5, 56
"/home/michael/Desktop/fastlab-enigma/app/components/SideBio/StaffName.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 5, 24
"/home/michael/Desktop/fastlab-enigma/app/components/SideBio/index.js", "JavaScript", 136, 0, 0, 0, 0, 0, 0, 0, 16, 152
"/home/michael/Desktop/fastlab-enigma/app/components/SideMenu/index.js", "JavaScript", 62, 0, 0, 0, 0, 0, 0, 0, 10, 72
"/home/michael/Desktop/fastlab-enigma/app/components/SmallButton/StyledButton.js", "JavaScript", 61, 0, 0, 0, 0, 0, 0, 0, 12, 73
"/home/michael/Desktop/fastlab-enigma/app/components/SmallButton/index.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 7, 7, 42
"/home/michael/Desktop/fastlab-enigma/app/components/SmallButton/tests/StyledButton.test.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/michael/Desktop/fastlab-enigma/app/components/SmallButton/tests/index.test.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 3, 11, 60
"/home/michael/Desktop/fastlab-enigma/app/components/Toggle/Select.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/home/michael/Desktop/fastlab-enigma/app/components/Toggle/index.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 6, 8, 38
"/home/michael/Desktop/fastlab-enigma/app/components/Toggle/tests/Select.test.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/michael/Desktop/fastlab-enigma/app/components/Toggle/tests/index.test.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/home/michael/Desktop/fastlab-enigma/app/components/ToggleOption/index.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 5, 5, 22
"/home/michael/Desktop/fastlab-enigma/app/components/ToggleOption/tests/index.test.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 4, 33
"/home/michael/Desktop/fastlab-enigma/app/configureStore.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 19, 12, 60
"/home/michael/Desktop/fastlab-enigma/app/containers/AboutContainer/index.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 7, 50
"/home/michael/Desktop/fastlab-enigma/app/containers/AboutContainer/messages.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 5, 3, 25
"/home/michael/Desktop/fastlab-enigma/app/containers/AboutPage/Loadable.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 3, 3, 12
"/home/michael/Desktop/fastlab-enigma/app/containers/AboutPage/index.js", "JavaScript", 218, 0, 0, 0, 0, 0, 0, 0, 22, 240
"/home/michael/Desktop/fastlab-enigma/app/containers/AboutPage/messages.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 5, 3, 16
"/home/michael/Desktop/fastlab-enigma/app/containers/AllProjectsContainer/Overlay.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 9, 44
"/home/michael/Desktop/fastlab-enigma/app/containers/AllProjectsContainer/index.js", "JavaScript", 86, 0, 0, 0, 0, 0, 0, 0, 11, 97
"/home/michael/Desktop/fastlab-enigma/app/containers/AllUpdatesContainer/Overlay.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 9, 44
"/home/michael/Desktop/fastlab-enigma/app/containers/AllUpdatesContainer/index.js", "JavaScript", 74, 0, 0, 0, 0, 0, 0, 0, 10, 84
"/home/michael/Desktop/fastlab-enigma/app/containers/App/AppWrapper.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 6, 31
"/home/michael/Desktop/fastlab-enigma/app/containers/App/Content.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/home/michael/Desktop/fastlab-enigma/app/containers/App/Theme.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/home/michael/Desktop/fastlab-enigma/app/containers/App/constants.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/michael/Desktop/fastlab-enigma/app/containers/App/index.js", "JavaScript", 163, 0, 0, 0, 0, 0, 0, 0, 17, 180
"/home/michael/Desktop/fastlab-enigma/app/containers/App/tests/actions.test.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 0, 8, 44
"/home/michael/Desktop/fastlab-enigma/app/containers/App/tests/index.test.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/home/michael/Desktop/fastlab-enigma/app/containers/App/tests/reducer.test.js", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 1, 10, 67
"/home/michael/Desktop/fastlab-enigma/app/containers/App/tests/selectors.test.js", "JavaScript", 79, 0, 0, 0, 0, 0, 0, 0, 7, 86
"/home/michael/Desktop/fastlab-enigma/app/containers/AreasPage/Loadable.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 3, 3, 12
